a,NESSUS Plugin,Asuria Name,Qualis ID,Acunetix ID,Scuba ID,Paginas de ejemplo de XAMPP,Descripción,Solución,Workaround,Categoría,Efecto,Prioridad,CVSS,Plataforma,Subplataforma,CVE,Referencias,Exploit,Estado,Patrones,Revisada,Severidad,
,19508,,,,,HP Ignite-UX TFTP Divulgación de Información  ,"El sistema remoto tiene activo un servicio de TFTP que comparte uno o varios archivos HP Ignite-UX, estos archivos pueden contener información sensible del sistema.","Validar el uso de este servicio, si no es necesario entonces desactivarlo, de lo contrario restringir el acceso a fuentes confiables.",,Protocolo no seguro,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),,,,,,,,,,
,19948,,,,,Servidor X11 acepta conexiones desde cualquier dirección,"El servidor X11 acepta conexiones desde cualquier dirección, un atacante podría conectarse a este y captar los eventos del teclado y mouse así como tomar captura de pantalla de la actividad del usuario, con lo que podría obtener información sensible incluyendo la contraseña del usuario.","Validar el uso del servicio, si no es necesario, deshabilitarlo, si es requerido entonces restringir el acceso al puerto utilizando el comando 'xhost'.",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Unix,,CVE-1999-0526,,,,,,,
,20007,,,,,SSL Protocolo de cifrado inseguro,"El servidor remoto acepta peticiones cifradas utilizando el protocolo SSL 2.0, el cual sufre de diversas deficiencias criptográficas y se encuentra en desuso. Un atacante podría aprovechar esto para realizar un ataque de hombre en medio.","Deshabilitar el soporte para SSL 2.0 y utilizar SSL3.0 o TLS 1.0 en su lugar. En el archivo de configuración httpd.conf o ssl.conf según corresponda, establecer.

SSLProtocol -ALL +SSLv3 +TLSv1
SSLCipherSuite ALL:!ADH:RC4+RSA:+HIGH:+MEDIUM:-LOW:-SSLv2:-EXP",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),"Apache HTTPD
IBM HTTP Server",,,http://apachehacker.com/kabir/security/disabling-weak-ssl-v2-support-in-apache-server.html,,Por Validar,,,,
,20007,,,,,SSL Protocolo de cifrado inseguro,"El servidor remoto acepta peticiones cifradas utilizando el protocolo SSL 2.0, el cual sufre de diversas deficiencias criptográficas y se encuentra en desuso. Un atacante podría aprovechar esto para realizar un ataque de hombre en medio.",Deshabilitar el soporte para SSL 2.0 y utilizar SSL3.0 o TLS 1.0 en su lugar.,,Mala Configuración,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),General,,,,,Por Validar,,,,
,20007,,,,,SSL Protocolo de cifrado inseguro,"El servidor remoto acepta peticiones cifradas utilizando el protocolo SSL 2.0, el cual sufre de diversas deficiencias criptográficas y se encuentra en desuso. Un atacante podría aprovechar esto para realizar un ataque de hombre en medio.","Deshabilitar el soporte para SSL 2.0 y utilizar SSL3.0 o TLS 1.0 en su lugar. Establecer los protocolos soportados en la llave de registro (especificar el valor 0x0 para los protocolos que se desean deshabilitar):

HKey_Local_Machine\System\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols
",,Mala Configuración,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),"Microsoft IIS
Microsoft Active Directory",,,http://support.microsoft.com/kb/187498 ,,Por Validar,,,,
,21632,,,,,MySQL Acceso a información sensible,El manejador de base de datos MySQL en el sistema remoto lee memoria no inicializada cuando procesa paquetes de login maliciosos. Un atacante puede aprovechar este problema para acceder a información sensible del sistema afectado.,"Actualizar a MySQL 4.0.27 / 4.1.22 / 5.0.86 / 5.1.40 o posterior.
http://dev.mysql.com/downloads/

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),MySQL,,CVE-2006-1516,"http://www.securityfocus.com/archive/1/432733/30/0/threaded
http://dev.mysql.com/doc/refman/4.1/en/news-4-0-27.html
http://dev.mysql.com/doc/refman/4.1/en/news-4-1-19.html
http://dev.mysql.com/doc/refman/5.0/en/news-5-0-21.html
http://dev.mysql.com/doc/refman/5.1/en/news-5-1-10.html",,Por Validar,,,,
,17997,,,,,Compaq Web Management server Desbordamiento del Buffer remoto,La versión de Compaq Web Management server en el sistema remoto es vulnerable a un desbordamiento de buffer (buffer overflow)  que puede permitir a los atacantes  ejecutar código arbitrario con privilegios del proceso del servidor WEB.,"Actualizar a HP HTTP Server versión 5.96 o posterior o al System Management Homepage versión 2.0 o posterior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Compaq Web Management,,CVE-2005-4823,,,Por Validar,,,,
,18037,,,,,XAMPP Cuentas FTP por defecto,"El servidor FTP en el sistema remoto tiene la combinación usuarios y contraseña por defecto, derivado de la instalación de XAMPP.","Se recomienda a través del security console de XAMPP, establecer una nueva contraseña según las políticas de la compañía. http://www.apachefriends.org/en/xampp-windows.html",,Configuración por defecto,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),XAMPP,,CVE-2005-1078,,,,,,,
,18262,,,,,TFTP Acceso arbitrario a archivos,"El servidor TFTP (Trivial File Transfer Protocol) que se ejecuta en el sistema remoto es vulnerable a un ataque conocido como ""directory traversal"", el cual permite a un atacante leer archivos arbitrarios en un equipo remoto.","Deshabilitar el demonio del servicio de TFTP, ejecutarlo en un ambiente enjaulado (chroot) y/o filtrar el trafico entrante al puerto.",,Protocolo no seguro,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),General,,CVE-1999-0183 CVE-1999-0498 CVE-2002-2353 CVE-2009-0271 CVE-2009-0288,,,Por Validar,,,,
,18365,,,,,BEA WebLogic <= 8.1 SP4 Susceptible a Múltiples vulnerabilidades,"De acuerdo al banner del WebLogic Server o WebLogic Express en el sistema remoto, es susceptible a múltiples vulnerabilidades:  desbordamiento de buffer, denegación de servicio, acceso no autorizado, ataques de cross-site scripting y revelación de información.","Actualizar a la versión adecuada del Service Pack según la especificación del fabricante en: 
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/125
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/126
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/127
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/128
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/129
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/130
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/132
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/135
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/137

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Oracle Bea Weblogic,,CVE-2005-1380 CVE-2005-1742 CVE-2005-1743 CVE-2005-1744 CVE-2005-1745 CVE-2005-1746 CVE-2005-1747 CVE-2005-1748 CVE-2005-1749,"http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/125
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/126
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/127
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/128
http://web.archive.org/web/20070211133850/dev2dev.bea.com/pub/advisory/129
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/130
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/132
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/135
http://web.archive.org/web/20070404224518/dev2dev.bea.com/pub/advisory/137",,,,,,
,18405,,,,,Terminal Services vulnerable a Man in The Midle (Ataque de hombre en medio),"La versión del servicio de Escritorio Remoto  de Microsoft (Terminal Services) en el equipo remoto es vulnerable a un ataque de hombre en medio (man in the middle). El cliente RDP no valida la identidad del servidor cuando se configura el cifrado. Un atacante podría interceptar el trafico de un servidor RDP y puede establecer una conexión cifrada con el cliente y el servidor sin ser detectado. Mediante este tipo de ataques se puede obtener información sensible, e incluso capturar credenciales de usuario.","Forzar la utilización de SSL en la capa de transporte si el servicio es soportado. Verificar y seleccionar si se encuentra disponible la opción: ""Permitir conexiones solo de computadoras que ejecuten Escritorio Remoto con un  nivel de autenticación por Red"".",,Protocolo no seguro,,Media,Media / CVSS Base Score : 5.1 (CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P),Microsoft Terminal Services,,CVE-2005-1794 CVE-2005-1794,,,Por Validar,,,,
,18502,,,,,MS05-027: Ejecución de código a través de SMB (896422),"La versión de Microsoft Windows en el sistema remoto contiene una falla en la implementación del Server Message Block (SMB), esta puede permitir a un atacante ejecutar código arbitrario en el sistema remoto.","Aplicar los parches correspondientes según al versión del sistema operativo:
http://www.microsoft.com/technet/security/bulletin/ms05-027.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Microsoft Windows,,CVE-2005-1206,,,Por Validar,,,,
,18585,,,,,Enumeración de servicios a través de \srvsvc,Es posible enumerar los servicios que se encuentran ejecutándose en el sistema remoto por medio de una sesión nula (NULL session) utilizando el recurso \\srvsvc.,"Instalar el Update Rollup Package 1 (URP1) para Windows 2000 SP4.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Microsoft Windows,,CVE-2005-2150,,,Por Validar,,,,
,19508,,,,,HP Ignite-UX TFTP Descubrimiento de información mediante el acceso a Archivos,"El sistema remoto se encuentra ejecutando un servidor TFTP que comparte uno o varios archivos HP Ignite-UX, estos archivos pueden contener información sensible. Un atacante remoto podría utilizar esta información para realizar posibles ataques.","Validar el uso de este servicio, en caso contrario desactivarlo, de no ser posible se debe de restringir el acceso a fuentes confiables.",,Protocolo no seguro,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),,,,,,,,,,
,20007,,,,,Protocolo de cifrado SSL inseguro,"El servidor remoto acepta peticiones cifradas utilizando el protocolo SSL 2.0, el cual sufre de diversas deficiencias criptográficas y se encuentra en desuso. Un atacante podría aprovechar esto para realizar un ataque de hombre en medio (man-in-the-middle).","Deshabilitar el soporte para SSL 2.0 y utilizar SSL3.0 o TLS 1.0 en su lugar. En el archivo de configuración httpd.conf o ssl.conf según corresponda, establecer lo siguiente:

SSLProtocol -ALL +SSLv3 +TLSv1
SSLCipherSuite ALL:!ADH:RC4+RSA:+HIGH:+MEDIUM:-LOW:-SSLv2:-EXP",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),"Apache HTTPD
IBM HTTP Server",,,http://apachehacker.com/kabir/security/disabling-weak-ssl-v2-support-in-apache-server.html,,Por Validar,,,,
,21632,,,,,MySQL Obtención de información Sensible en la Negociación de Inicio de Sesión Anónimo,El manejador de base de datos MySQL en el sistema remoto lee memoria no inicializada cuando procesa paquetes de login maliciosos. Un atacante puede aprovechar este problema para acceder a información sensible del sistema afectado.,"Actualizar a MySQL 4.0.27 / 4.1.22 / 5.0.86 / 5.1.40 o superior.
http://dev.mysql.com/downloads/

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),MySQL,,CVE-2006-1516,"http://www.securityfocus.com/archive/1/432733/30/0/threaded
http://dev.mysql.com/doc/refman/4.1/en/news-4-0-27.html
http://dev.mysql.com/doc/refman/4.1/en/news-4-1-19.html
http://dev.mysql.com/doc/refman/5.0/en/news-5-0-21.html
http://dev.mysql.com/doc/refman/5.1/en/news-5-1-10.html",,Por Validar,,,,
,22034,,,,,MS06-035: El servicio Server es susceptible a ejecución remota de código (917159),"El sistema remoto es vulnerable a un desbordamiento de memoria en el servicio Server, esto podría permitir a un atacante ejecutar comandos de forma arbitraria en el sistema remoto, con privilegios de ""SYSTEM"".","Aplicar los parches correspondientes según al versión del sistema operativo:

http://www.microsoft.com/technet/security/bulletin/ms06-035.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Microsoft Windows,,CVE-2006-1314 CVE-2006-1315,,,Por Validar,,,,
,22194,,,,,MS06-040: El servicio Server es susceptible a ejecución remota de código (921883),"El sistema remoto es vulnerable a un desbordamiento de memoria en el servicio Server, esto podría permitir a un atacante ejecutar comandos de forma arbitraria en el sistema remoto, con privilegios de ""SYSTEM"".","Aplicar los parches correspondientes según al versión del sistema operativo:

http://www.microsoft.com/technet/security/bulletin/ms06-040.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Microsoft Windows,,CVE-2006-3439,,,Por Validar,,,,
,22225,,,,,HP OpenView Ejecución de código arbitrario a  través del agente de respaldos,La versión de HP OpenView Data Protector en el sistema remoto es vulnerable a  una evasión en la autenticación. Al enviar una petición maliciosa un atacante podría ser capaz de ejecutar comandos de respaldo de forma no autorizada.,"Si el servicio no es necesario, deshabilitarlo o en caso contrario filtrar el trafico entrante.

Aplicar los parches correspondientes para Data Protector 5.10 o 5.50. 

http://www.kb.cert.org/vuls/id/673228

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),HP OpenView,,CVE-2006-4201,"http://www.kb.cert.org/vuls/id/673228
http://www.nessus.org/u?cf5c4b17",,,,,,
,22254,,,,,Apache IBM HTTP server Vulnerable a cross-site scripting (XSS),"El servidor remoto falla al sanitizar el contenido de los encabezados esperados de las peticiones del usuario antes de utilizarlas para generar contenido dinámico. Un atacante puede aprovechar este problema para efectuar un ataque de cross-site  scripting contra el servicio afectado,  mediante archivos ShockWave (SWF)  maliciosos.","Actualizar el servidor a la versión mas nueva del aplicativo  según corresponda: 

Apache 1.3.41 / 2.0.63 / 2.2.14 o posterior. http://httpd.apache.org/
IBM HTTP Server 6.0.2.13 / 6.1.0.1 o posterior. 
IBM WebSphere Application Server 5.1.1.17 o posterior. 

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 4.3 (VSS2#AV:N/AC:M/Au:N/C:N/I:P/A:N),"Apache HTTPD
IBM HTTP Server
IBM WebSphere",,CVE-2006-3918 CVE-2007-5944,"http://archives.neohapsis.com/archives/bugtraq/2006-05/0151.html
http://archives.neohapsis.com/archives/bugtraq/2006-05/0441.html
http://archives.neohapsis.com/archives/bugtraq/2006-07/0425.html
http://www.apache.org/dist/httpd/CHANGES_2.2
http://www.apache.org/dist/httpd/CHANGES_2.0
http://www.apache.org/dist/httpd/CHANGES_1.3
http://www-1.ibm.com/support/docview.wss?uid=swg1PK24631
http://www-1.ibm.com/support/docview.wss?uid=swg24017314
",,Por Validar,,,,
